iter,clap,score,lead_cutoff_hz,lead_gain,pad_cutoff_slider,pad_gain,hihat_gain,bass_cutoff_g1,reverb_room,reverb_wet,sidechain_depth,gain_kick,gain_bass,gain_pluck,kick_decay_s,kick_pitch_floor,hihat_decay_s
154,0.52876,0.52876,6459.12814,0.05139,0.84825,4.99489,2.87152,0.71675,0.65232,0.28609,0.35711,0.79907,0.20908,0.00655,0.21535,44.94239,0.04507
155,0.61657,0.61657,7717.98317,0.24089,0.87489,4.86113,2.66352,0.69686,0.48884,0.30076,0.41849,0.79465,0.15122,0.11875,0.24507,55.28456,0.00527
156,0.56821,0.56821,9779.47469,0.08197,0.8478,4.60796,1.84291,0.63935,0.55855,0.28279,0.34766,0.73897,0.17139,0.10256,0.49309,55.52268,0.01164
157,0.46703,0.46703,7397.14946,0.12289,0.78809,3.19231,2.68524,0.6173,0.73102,0.25581,0.42872,0.65362,0.25111,0.10407,0.26024,68.62304,0.02397
158,0.54734,0.54734,10181.18051,0.17923,0.85702,4.90192,2.96132,0.50105,0.21191,0.21506,0.55416,0.74783,0.47252,0.00688,0.29487,62.76131,0.01326
159,0.47579,0.47579,9065.00143,0.05039,0.80544,3.11067,2.84449,0.67454,0.57489,0.34187,0.30107,0.79801,0.25593,0.07969,0.43248,64.90647,0.03246
160,0.58606,0.58606,11691.5099,0.19619,0.76757,4.98715,2.94333,0.64367,0.69545,0.43835,0.30577,0.69863,0.16177,0.12548,0.36837,65.14184,0.00559
161,0.60004,0.60004,9046.19847,0.33984,0.75519,4.68498,2.62928,0.64104,0.47822,0.33452,0.369,0.79982,0.23236,0.00706,0.25528,54.62019,0.00969
162,0.55506,0.55506,5065.815,0.20158,0.73554,3.79637,2.99687,0.74889,0.78685,0.2781,0.4567,0.7986,0.18762,0.00531,0.22867,64.70324,0.01345
163,0.53436,0.53436,9257.69107,0.12525,0.76188,4.12091,2.98983,0.69219,0.63233,0.23034,0.33913,0.74824,0.33166,0.04626,0.1829,55.93011,0.05104
164,0.56723,0.56723,11855.9192,0.32737,0.88826,4.73097,2.70739,0.74927,0.52561,0.2858,0.44489,0.711,0.23546,0.01152,0.31695,61.12537,0.02233
165,0.5466,0.5466,6726.53918,0.15183,0.78643,4.07526,2.92792,0.66461,0.55123,0.29422,0.42675,0.72358,0.23764,0.11001,0.34578,71.0979,0.00754
166,0.54642,0.54642,9513.49335,0.05029,0.87341,4.92034,1.51137,0.6458,0.43773,0.2889,0.49524,0.7791,0.15439,0.04892,0.13437,52.5531,0.01039
167,0.59238,0.59238,11262.40454,0.07662,0.80794,4.381,2.55643,0.74237,0.5748,0.33549,0.40431,0.79264,0.17621,0.00653,0.35998,57.75455,0.00625
168,0.57829,0.57829,8167.53272,0.11639,0.79716,4.63375,2.96589,0.6677,0.526,0.2826,0.30796,0.79662,0.2586,0.05543,0.25393,54.86581,0.01165
169,0.5925,0.5925,11557.51007,0.28227,0.82691,4.05204,2.0809,0.73762,0.24709,0.27883,0.31346,0.69948,0.18584,0.02048,0.28772,59.25718,0.00525
170,0.5641,0.5641,7642.0773,0.27584,0.83627,4.78371,2.98677,0.72031,0.6343,0.363,0.34245,0.79863,0.15056,0.06138,0.38809,50.49634,0.01728
171,0.5501,0.5501,5784.67017,0.31438,0.89523,4.05714,2.97334,0.73117,0.4271,0.18859,0.31419,0.77184,0.21596,0.02013,0.26476,51.04616,0.04896
172,0.58552,0.58552,10392.08826,0.19734,0.8517,4.34947,2.79948,0.73996,0.56991,0.31945,0.39136,0.73619,0.279,0.00503,0.35525,61.0689,0.01049
173,0.59319,0.59319,10005.19972,0.2977,0.74987,4.00435,2.69395,0.7441,0.29424,0.26085,0.38555,0.64553,0.22519,0.03149,0.42157,68.81807,0.00678
174,0.52929,0.50253,11411.99464,0.18766,0.60206,4.01533,2.94333,0.74961,0.56705,0.19859,0.35653,0.78856,0.15729,0.1122,0.30781,40.02786,0.00543
175,0.54472,0.54472,10720.89171,0.10037,0.7111,4.75992,2.88238,0.73333,0.44996,0.32858,0.3093,0.77089,0.18217,0.06252,0.19838,56.69264,0.02023
176,0.55199,0.55199,11999.06804,0.35157,0.78357,4.03931,2.47161,0.71594,0.45096,0.23351,0.30024,0.75548,0.15174,0.03594,0.32146,55.49298,0.01487
177,0.53504,0.53504,11993.415,0.17967,0.67149,4.35148,2.49254,0.72521,0.43153,0.26899,0.34374,0.6691,0.15029,0.11883,0.38572,61.49462,0.00947
178,0.59014,0.54605,10114.79836,0.18734,0.63307,4.98,2.54772,0.7226,0.38104,0.23635,0.36292,0.70267,0.28751,0.00771,0.45363,54.74565,0.00551
179,0.57693,0.57693,10587.7414,0.29179,0.69794,3.92465,2.80046,0.73445,0.30251,0.23578,0.30182,0.65834,0.15016,0.03288,0.38249,71.78203,0.00569
180,0.51937,0.51937,6949.40085,0.20585,0.80883,4.99647,2.58844,0.62597,0.27116,0.2259,0.31182,0.60059,0.15117,0.10499,0.39719,73.44898,0.04681
181,0.58507,0.56383,8797.89568,0.15225,0.79355,4.87593,2.13705,0.61733,0.25434,0.16105,0.38925,0.79522,0.29526,0.00626,0.47329,77.81007,0.00658
182,0.58948,0.58948,9202.74053,0.27266,0.60195,4.04587,2.80024,0.70618,0.39591,0.40543,0.30984,0.65313,0.15012,0.00678,0.31739,69.09022,0.00505
183,0.54217,0.54217,10622.98871,0.42866,0.76666,3.8095,2.15151,0.69373,0.37959,0.27139,0.35181,0.7449,0.2544,0.00504,0.27805,52.76641,0.03329
184,0.57974,0.57974,10204.11451,0.31285,0.7842,4.92388,2.90395,0.70546,0.32004,0.23295,0.43164,0.7976,0.20433,0.09337,0.48859,67.84342,0.00708
185,0.50258,0.50258,10232.02275,0.28809,0.64008,3.1929,2.84108,0.73858,0.42719,0.25343,0.30544,0.7857,0.154,0.00565,0.38746,71.62768,0.02354
186,0.56367,0.53711,7640.97057,0.13577,0.58376,4.27023,2.92875,0.74418,0.3871,0.30584,0.31236,0.79469,0.15349,0.01306,0.34729,65.39247,0.00512
187,0.493,0.493,7926.06616,0.15922,0.5598,3.29778,2.84682,0.69271,0.69401,0.26489,0.4462,0.70285,0.33164,0.01771,0.40482,68.25481,0.01148
188,0.55088,0.55088,7819.63402,0.35139,0.75908,4.50801,2.20759,0.69722,0.26469,0.30775,0.32424,0.66996,0.15765,0.11049,0.36586,66.48343,0.04323
189,0.52355,0.52355,7372.59422,0.46444,0.70179,3.41608,2.88297,0.73741,0.46649,0.32361,0.38945,0.72053,0.20361,0.0142,0.39792,62.0061,0.01544
190,0.5317,0.5317,8729.26875,0.17915,0.63779,4.1724,2.79255,0.74484,0.20271,0.32849,0.3835,0.76482,0.21738,0.10155,0.38191,61.63131,0.01346
191,0.59728,0.59728,9807.10029,0.1599,0.8013,4.55419,1.98743,0.73301,0.51838,0.38644,0.37837,0.79548,0.16138,0.01811,0.34152,58.80531,0.00905
192,0.55742,0.55742,11202.16346,0.32351,0.7002,4.70023,2.25435,0.66211,0.23728,0.21942,0.34871,0.70662,0.18407,0.04746,0.36962,79.62318,0.0217
193,0.5846,0.5846,8224.11321,0.18856,0.80308,4.882,2.43225,0.70407,0.3795,0.36773,0.41866,0.76732,0.17137,0.04947,0.30244,66.75914,0.00989
194,0.57351,0.57351,10997.30322,0.19033,0.74429,4.74264,2.94577,0.64355,0.52321,0.44997,0.41283,0.7294,0.16411,0.07024,0.37937,64.82967,0.01835
195,0.5607,0.5607,11503.87601,0.2785,0.86223,4.33976,1.85683,0.66049,0.61027,0.38237,0.31786,0.79555,0.19634,0.12024,0.25828,73.45085,0.01034
196,0.59033,0.59033,6778.36059,0.17413,0.72857,4.43348,2.39546,0.66847,0.2853,0.44524,0.32421,0.79995,0.21115,0.06003,0.38733,63.71655,0.01192
197,0.55958,0.55958,8054.92239,0.28565,0.7249,4.42438,2.70527,0.67365,0.43472,0.28392,0.36391,0.61277,0.19134,0.04821,0.3974,69.78402,0.01183
198,0.5595,0.5595,11727.87097,0.29593,0.65184,4.99254,2.75386,0.74978,0.42952,0.23103,0.40623,0.69334,0.1525,0.06614,0.34968,77.01375,0.03043
199,0.53912,0.53912,10308.52663,0.25711,0.72502,4.05292,2.23399,0.62788,0.34803,0.39398,0.30035,0.47166,0.20147,0.0068,0.41119,66.4837,0.01953
200,0.55361,0.55361,8714.13446,0.21852,0.69188,4.9883,2.37466,0.7112,0.39593,0.27118,0.33762,0.79842,0.24988,0.03375,0.2677,59.98502,0.03371
201,0.55325,0.55325,6166.23941,0.24462,0.78669,4.94421,2.28792,0.69353,0.35114,0.43739,0.3626,0.77877,0.15031,0.08254,0.36081,66.69277,0.03185
202,0.60697,0.60697,9800.71546,0.15464,0.83157,4.70809,2.17786,0.66581,0.20332,0.41342,0.38536,0.78138,0.1605,0.10464,0.30654,66.63163,0.00639
203,0.58238,0.58238,8350.99363,0.2567,0.82601,4.53225,2.29259,0.62986,0.24559,0.30873,0.3022,0.77202,0.32969,0.09422,0.34768,62.57877,0.02322
204,0.54278,0.54278,6822.11447,0.25396,0.68731,4.75265,2.81516,0.73517,0.43601,0.40852,0.57913,0.70395,0.19008,0.05125,0.42876,63.41453,0.05088
205,0.55358,0.55358,9615.89234,0.18984,0.66942,4.99286,1.96677,0.72251,0.28448,0.38748,0.34142,0.79887,0.16272,0.02779,0.23226,67.61747,0.01635
206,0.54552,0.54552,7911.84402,0.25743,0.76745,4.59028,2.73091,0.74999,0.34196,0.42298,0.53707,0.73072,0.28937,0.09692,0.38931,67.70346,0.02167
207,0.58316,0.58316,10182.83178,0.269,0.88878,4.97333,2.97609,0.71761,0.35556,0.3677,0.39353,0.70083,0.17889,0.10884,0.38551,67.06365,0.00852
208,0.60994,0.60818,8197.04716,0.13677,0.76583,4.93899,2.08073,0.73596,0.2692,0.4154,0.41342,0.75581,0.29228,0.08097,0.33425,64.29996,0.00779
209,0.57816,0.54402,6967.62542,0.17841,0.74819,4.64768,1.91889,0.70623,0.28572,0.4119,0.3904,0.70472,0.18462,0.15239,0.35349,64.33588,0.00524
210,0.53574,0.53574,9832.52838,0.0529,0.71458,4.15144,2.08804,0.74268,0.30316,0.43773,0.3054,0.79777,0.15426,0.11953,0.32386,57.47907,0.03422
211,0.55568,0.55568,9005.63529,0.25828,0.88453,4.36621,2.17943,0.65654,0.25401,0.43261,0.47852,0.79983,0.15293,0.08138,0.38297,59.48368,0.03452
212,0.60012,0.59902,7263.05878,0.05436,0.81361,4.87298,2.25335,0.74997,0.30047,0.44182,0.33726,0.77999,0.28468,0.1602,0.27136,70.24497,0.00568
213,0.54198,0.54198,7594.15752,0.15683,0.81733,4.42073,2.84806,0.73552,0.26967,0.41448,0.31266,0.71173,0.23595,0.01218,0.3966,69.3644,0.02844
214,0.61801,0.61801,8472.61231,0.19921,0.8024,4.94809,2.87441,0.74803,0.30685,0.35761,0.46219,0.79985,0.17333,0.09836,0.37304,69.51261,0.00608
215,0.56222,0.55154,8204.88596,0.10452,0.7698,4.48976,2.41877,0.74999,0.21821,0.3908,0.44312,0.79659,0.26147,0.17843,0.28238,70.49027,0.00521
216,0.50342,0.50342,9251.56538,0.08971,0.89859,3.24158,2.37202,0.69171,0.2239,0.43724,0.35198,0.79732,0.15967,0.12618,0.35486,74.25824,0.00569
217,0.58099,0.58099,7346.76553,0.21988,0.7322,4.45224,2.99345,0.70582,0.28863,0.40731,0.33028,0.76487,0.18072,0.07176,0.3873,61.67907,0.01095
218,0.57238,0.57238,7720.75186,0.09199,0.89817,4.93797,1.95229,0.70901,0.20594,0.40775,0.41394,0.79203,0.28379,0.07119,0.40914,63.89421,0.01071
219,0.5807,0.5807,10365.26077,0.07979,0.79266,4.68155,2.83002,0.65743,0.20863,0.43444,0.30025,0.74577,0.15552,0.06423,0.34993,63.39058,0.03493
220,0.5217,0.5217,8852.56896,0.12839,0.69966,4.89078,2.97557,0.74594,0.30813,0.38699,0.41402,0.7578,0.22083,0.16973,0.31547,71.16839,0.02024
221,0.54755,0.54755,9619.49771,0.18317,0.85028,4.18632,2.86077,0.69938,0.23327,0.42706,0.43578,0.79803,0.22668,0.10723,0.34548,65.5789,0.0176
222,0.51595,0.51595,6459.90852,0.19993,0.87157,4.99592,2.84773,0.64899,0.37676,0.41075,0.58918,0.79095,0.29467,0.15158,0.29304,72.55172,0.0279
223,0.55522,0.55522,5877.86506,0.05667,0.89437,4.99197,2.65972,0.74984,0.30952,0.40436,0.49238,0.78446,0.1545,0.23946,0.38477,71.04011,0.00664
224,0.56972,0.56972,7065.50231,0.05186,0.8532,4.54491,1.71228,0.66327,0.42227,0.32667,0.44429,0.7009,0.15051,0.04395,0.37586,60.32903,0.01252
225,0.57659,0.57659,8466.9551,0.12234,0.86735,4.23683,2.48862,0.74959,0.20305,0.36372,0.30102,0.74989,0.24214,0.1154,0.29897,55.81292,0.00759
226,0.55945,0.55945,9466.66458,0.32549,0.69183,4.9919,2.82784,0.69853,0.20362,0.40983,0.33671,0.71579,0.16252,0.0191,0.37362,69.00158,0.03106
227,0.55283,0.55283,9543.67007,0.20465,0.75691,4.9616,2.99991,0.65393,0.21785,0.41416,0.32688,0.79656,0.28232,0.06742,0.42817,71.92283,0.03093
228,0.57737,0.57737,7794.59624,0.22256,0.78156,4.98516,2.99999,0.56736,0.21753,0.41658,0.31113,0.64651,0.16805,0.0698,0.49036,57.33871,0.01965
229,0.51754,0.51754,7042.62994,0.05161,0.76765,4.46532,2.86762,0.65275,0.20084,0.44986,0.41926,0.79734,0.15,0.22989,0.34476,67.36547,0.01211
230,0.50728,0.50728,9874.67045,0.24304,0.75029,4.06331,2.49468,0.53464,0.37566,0.33095,0.38628,0.79935,0.28899,0.11252,0.28124,65.25534,0.01835
231,0.60642,0.60642,6926.88407,0.24481,0.87184,4.69991,2.75568,0.70072,0.28458,0.4131,0.35063,0.79289,0.15892,0.04598,0.49899,54.25672,0.00757
232,0.57504,0.57504,5659.93739,0.05162,0.86733,4.96067,2.86005,0.65207,0.22937,0.30867,0.36684,0.78804,0.15174,0.0942,0.3004,68.44153,0.01095
233,0.55433,0.55433,6851.79613,0.23269,0.88222,4.80456,2.73952,0.74756,0.33138,0.34011,0.3205,0.69406,0.20665,0.0154,0.3852,54.25225,0.02016
234,0.5749,0.5749,7027.95977,0.2712,0.73248,4.99435,2.62257,0.63682,0.2001,0.28746,0.31457,0.78377,0.16301,0.04457,0.4853,49.02882,0.01177
235,0.59577,0.59577,5953.06145,0.09153,0.84672,4.03938,2.93565,0.65532,0.22832,0.3523,0.49034,0.8,0.22914,0.06111,0.41482,51.86455,0.00553
236,0.60706,0.60706,4952.99032,0.21716,0.87802,4.93027,2.08317,0.74685,0.20013,0.42299,0.34228,0.7615,0.15246,0.08806,0.4348,57.71283,0.00704
237,0.55242,0.55242,6878.4008,0.25004,0.88821,4.38112,2.34899,0.60314,0.24252,0.43791,0.31323,0.78303,0.15874,0.00786,0.48184,60.40991,0.04143
238,0.51019,0.51019,8637.40498,0.13391,0.85747,3.78841,2.08125,0.63584,0.25099,0.35169,0.34654,0.79975,0.1977,0.11495,0.48615,50.10901,0.00919
239,0.52811,0.52811,7862.40993,0.25886,0.82229,4.26693,2.9991,0.74345,0.20515,0.43061,0.3032,0.73234,0.15004,0.11699,0.4792,70.94915,0.01965
240,0.56228,0.56228,6022.56956,0.0838,0.79389,4.27246,2.90771,0.7394,0.23699,0.42006,0.32638,0.79026,0.17744,0.07146,0.42861,56.10543,0.02297
241,0.59023,0.59023,4895.71509,0.16979,0.89184,4.86003,1.75151,0.70816,0.25741,0.41462,0.40251,0.68226,0.15316,0.00547,0.35192,57.74888,0.01245
242,0.59282,0.59282,5715.70215,0.119,0.74044,3.90483,2.63065,0.71852,0.32352,0.35263,0.44885,0.7718,0.17002,0.05384,0.46659,54.8864,0.005
243,0.56089,0.56089,6938.12281,0.19053,0.74523,4.88018,2.92439,0.57685,0.20084,0.4399,0.37627,0.75404,0.25135,0.12865,0.49123,67.76842,0.01012
244,0.59193,0.58684,8040.83379,0.29038,0.71936,4.23863,2.53541,0.72828,0.20735,0.38123,0.40986,0.68819,0.30883,0.08976,0.39139,53.16637,0.00606
245,0.61631,0.61631,5788.5465,0.2476,0.81818,4.9786,2.99001,0.5602,0.27145,0.44828,0.34959,0.71867,0.23493,0.0779,0.49543,57.94433,0.00542
246,0.5564,0.5564,7957.16842,0.16178,0.87493,4.81758,1.96252,0.57694,0.31332,0.31864,0.40694,0.79135,0.17964,0.00535,0.49354,44.84391,0.0199
247,0.61433,0.59955,6150.32128,0.1938,0.83336,4.74137,1.97574,0.65944,0.20017,0.3503,0.31716,0.75559,0.17168,0.0813,0.42014,57.76789,0.00553
248,0.58091,0.58028,5079.81985,0.41534,0.87185,4.9989,2.99501,0.71846,0.26493,0.40125,0.30022,0.79906,0.26103,0.16395,0.41752,52.48281,0.00541
249,0.59392,0.59392,3631.01231,0.27281,0.81408,4.89363,2.99978,0.50212,0.38778,0.41138,0.37863,0.7763,0.15862,0.01275,0.39132,52.47871,0.00574
250,0.61426,0.60659,5918.25325,0.26965,0.82677,4.85272,2.19529,0.57389,0.29648,0.39271,0.33098,0.78277,0.17092,0.05263,0.43098,56.13973,0.00527
251,0.58755,0.58755,6480.79812,0.22692,0.85959,4.21593,2.97139,0.58939,0.2882,0.41366,0.52786,0.77138,0.16963,0.01463,0.49783,52.47576,0.01005
252,0.55963,0.55963,5829.04537,0.26732,0.84364,4.972,2.47763,0.68108,0.20109,0.44388,0.31036,0.74432,0.17173,0.03982,0.41193,50.03208,0.02715
253,0.60444,0.58884,4795.21429,0.19123,0.73771,4.78489,2.37531,0.62645,0.21225,0.4493,0.40065,0.70617,0.15024,0.08051,0.4654,57.25281,0.00518
254,0.57694,0.57694,7095.80932,0.17212,0.83221,4.94155,2.61434,0.5718,0.2006,0.40854,0.36794,0.67054,0.18851,0.08121,0.41904,55.45265,0.01446
255,0.60547,0.60547,5708.62464,0.16255,0.89936,4.58598,2.99877,0.72495,0.24724,0.3724,0.30407,0.79806,0.25538,0.03052,0.48805,56.00645,0.00584
256,0.58524,0.58524,3235.28462,0.18374,0.84001,4.58568,2.53915,0.66191,0.21622,0.40139,0.34199,0.71507,0.15583,0.03239,0.3859,61.13855,0.01098
257,0.57114,0.56829,5351.79877,0.26244,0.82327,4.98892,2.27823,0.60991,0.21627,0.33425,0.382,0.78131,0.2088,0.09414,0.44487,50.34377,0.00754
258,0.55579,0.55579,5769.93861,0.34681,0.87346,4.87238,2.50727,0.63306,0.26707,0.34039,0.43819,0.7999,0.31703,0.02121,0.48966,59.67876,0.01602
259,0.54908,0.54908,4634.4294,0.36723,0.78969,4.94825,2.93522,0.6542,0.38219,0.39892,0.37589,0.72846,0.16717,0.01445,0.42517,53.51362,0.02163
260,0.61227,0.6047,5323.52542,0.31368,0.81545,4.91915,2.9268,0.70845,0.20861,0.31638,0.35364,0.78223,0.22056,0.03296,0.49325,51.48969,0.00512
261,0.55558,0.55558,5667.14827,0.21655,0.83138,4.4567,2.00141,0.60713,0.22279,0.34173,0.39511,0.79325,0.19904,0.07824,0.49198,58.96438,0.02826
262,0.59105,0.59105,5399.49419,0.38694,0.82234,4.84363,2.97541,0.50888,0.30356,0.44031,0.30032,0.79312,0.15721,0.06168,0.48178,55.5512,0.00927
263,0.60291,0.5918,6445.57199,0.32098,0.68224,4.86509,2.99134,0.57439,0.29307,0.34389,0.42242,0.75981,0.25332,0.0798,0.44288,56.04637,0.00591
264,0.60017,0.60017,5610.56774,0.19817,0.89052,4.61587,2.68038,0.55779,0.20047,0.35679,0.3685,0.79801,0.19416,0.02631,0.47236,53.21177,0.0052
265,0.57478,0.57478,6363.44617,0.30098,0.89925,4.18273,2.74111,0.63854,0.20144,0.28873,0.4254,0.77319,0.22363,0.00755,0.43959,59.93049,0.00517
266,0.58435,0.58435,2296.16354,0.27195,0.75883,4.93991,2.79015,0.70796,0.31545,0.32217,0.38604,0.77859,0.15281,0.09908,0.43311,52.37938,0.00729
267,0.58993,0.58577,7222.34823,0.34036,0.74786,4.95406,2.97899,0.61248,0.20001,0.27443,0.3278,0.79868,0.2234,0.00697,0.44303,55.38103,0.00607
268,0.55108,0.54086,4089.16048,0.30506,0.6814,4.23662,2.92205,0.56835,0.28208,0.35682,0.38019,0.79788,0.19432,0.06616,0.49889,59.75157,0.00617
269,0.57811,0.55958,4276.91696,0.40773,0.7501,4.84091,2.52397,0.55542,0.24326,0.33594,0.35425,0.77845,0.15209,0.05531,0.45301,56.1875,0.00602
270,0.57663,0.5659,6599.1709,0.28271,0.71771,4.99455,2.90304,0.72732,0.22662,0.41,0.32071,0.79521,0.15728,0.0541,0.47938,54.25164,0.00505
271,0.60033,0.60033,5718.88218,0.24006,0.8374,4.99027,2.98902,0.6315,0.4464,0.29936,0.39031,0.78435,0.25957,0.04696,0.49983,48.14641,0.00562
272,0.54694,0.54694,2643.64865,0.15713,0.80239,4.6281,2.78119,0.60931,0.20993,0.31285,0.41684,0.76955,0.21102,0.09497,0.49989,45.84866,0.01129
273,0.57643,0.55988,6983.52265,0.40811,0.77941,4.9464,2.79851,0.54991,0.32956,0.27098,0.3777,0.79507,0.23088,0.08927,0.49437,56.22019,0.00506
274,0.58594,0.58594,6468.00946,0.22694,0.79958,4.81562,2.83381,0.59034,0.30691,0.31174,0.3295,0.74221,0.16222,0.0558,0.49995,52.97765,0.00676
275,0.59032,0.59032,5188.75433,0.20309,0.81031,4.99771,2.83988,0.65142,0.2949,0.26204,0.30837,0.78848,0.24348,0.02542,0.4512,48.68045,0.00776
276,0.58601,0.58601,5720.37968,0.15014,0.79436,4.64178,2.94051,0.7011,0.35663,0.3736,0.35161,0.70296,0.30746,0.0054,0.3399,44.45925,0.00745
277,0.57269,0.57269,5943.00647,0.29695,0.78827,4.76441,2.99142,0.61523,0.38485,0.4201,0.30407,0.75064,0.20699,0.09041,0.49297,45.91518,0.00516
278,0.57057,0.57057,5476.74043,0.13658,0.79035,4.983,2.95149,0.54598,0.34845,0.30246,0.33581,0.734,0.21097,0.0216,0.49998,52.40555,0.00772
279,0.56396,0.56396,3536.58997,0.28275,0.83174,4.58949,2.96502,0.71004,0.41434,0.41042,0.39204,0.7951,0.19716,0.05498,0.48283,54.10954,0.01158
280,0.58587,0.58587,6838.34636,0.36862,0.84274,4.34841,2.94744,0.51187,0.28906,0.29247,0.34427,0.79413,0.16052,0.01678,0.47721,49.0776,0.00604
281,0.55311,0.55311,6959.61705,0.20108,0.82281,4.99048,2.69848,0.53257,0.35094,0.29373,0.40297,0.69764,0.21239,0.12347,0.43143,44.05833,0.00802
282,0.55255,0.55255,6554.89437,0.16015,0.72175,4.97862,2.97218,0.48962,0.36508,0.3146,0.30311,0.79505,0.2273,0.03812,0.49324,46.88591,0.01309
283,0.60879,0.60879,6623.32798,0.22764,0.86409,4.90052,2.5423,0.63661,0.27171,0.31435,0.31197,0.79455,0.20838,0.01137,0.38456,49.28823,0.00548
284,0.5368,0.5368,5786.94704,0.18657,0.71412,4.80931,2.8659,0.5885,0.40539,0.28842,0.38272,0.72121,0.28953,0.00911,0.45398,37.04793,0.0104
285,0.61418,0.61418,7385.50116,0.17057,0.7989,4.96271,2.976,0.73245,0.32634,0.30351,0.31766,0.76733,0.25268,0.03746,0.47759,57.90503,0.00523
286,0.55304,0.55304,6112.38108,0.20722,0.76729,4.90082,2.93498,0.64906,0.36048,0.29303,0.3597,0.79873,0.26173,0.00693,0.42899,47.25092,0.01912
287,0.57797,0.56742,4713.15523,0.22843,0.77143,4.90969,2.66879,0.63924,0.38438,0.34301,0.30442,0.76025,0.27166,0.02639,0.493,35.77679,0.00594
288,0.58359,0.57338,4337.07607,0.16175,0.82448,4.88729,2.99936,0.62457,0.20304,0.23257,0.37223,0.79819,0.37354,0.06113,0.3999,37.83412,0.005
289,0.5946,0.5946,5927.47915,0.27029,0.79238,4.9993,2.90277,0.62644,0.25066,0.33615,0.33356,0.79795,0.27421,0.06849,0.45628,55.5304,0.00708
290,0.60983,0.60983,6195.46159,0.14504,0.84562,4.9698,2.96234,0.71007,0.3217,0.30743,0.32616,0.7852,0.23995,0.05346,0.4491,46.62385,0.00592
291,0.55151,0.55151,6000.96336,0.22982,0.82419,4.79439,2.99995,0.65141,0.22043,0.28825,0.3152,0.76404,0.24904,0.09349,0.44073,49.0149,0.01573
292,0.59706,0.59706,4766.86629,0.20845,0.84515,4.93528,2.98856,0.63247,0.41501,0.35788,0.31401,0.79681,0.30697,0.00503,0.35891,47.09508,0.00673
293,0.60659,0.60659,7008.99817,0.18323,0.86817,4.97351,2.90168,0.66765,0.22367,0.29526,0.35975,0.79579,0.30627,0.00794,0.36948,52.47482,0.0057
294,0.56936,0.56936,5456.45167,0.2492,0.73348,4.99226,2.80423,0.62162,0.20017,0.33803,0.3079,0.79642,0.19511,0.11121,0.44887,48.54807,0.00904
295,0.60745,0.60745,7668.9267,0.23741,0.82346,4.82476,2.93941,0.67284,0.27796,0.31397,0.30817,0.74686,0.30939,0.01332,0.44132,43.30732,0.00624
296,0.61124,0.61124,7005.32152,0.19354,0.81088,4.82843,2.91019,0.72408,0.32525,0.31139,0.30124,0.74389,0.23113,0.00575,0.40967,53.99355,0.00522
297,0.57303,0.57303,8469.66157,0.18746,0.87842,4.94517,2.97826,0.71596,0.26185,0.30122,0.31173,0.70157,0.24558,0.005,0.42833,51.57467,0.00862
298,0.62269,0.62269,6691.65262,0.13522,0.8287,4.99924,2.97154,0.687,0.36302,0.31288,0.30026,0.77889,0.25133,0.03509,0.40709,50.38534,0.00525
299,0.54467,0.54467,9709.12562,0.12004,0.81308,4.70657,2.89022,0.74848,0.36539,0.32082,0.30745,0.66474,0.25832,0.0122,0.46591,49.14312,0.01996
300,0.59212,0.59212,7484.6908,0.19089,0.81465,4.81378,2.96486,0.63261,0.24757,0.28427,0.30171,0.78724,0.22977,0.0064,0.456,51.12042,0.01014
301,0.61814,0.61814,6065.08372,0.12715,0.77492,4.89732,2.98423,0.64574,0.3103,0.32863,0.31353,0.79949,0.2436,0.01269,0.46516,53.98774,0.00526
302,0.56462,0.56462,7988.93878,0.20027,0.76974,4.97635,2.76694,0.63953,0.27082,0.28451,0.33514,0.79502,0.25129,0.00828,0.41134,50.77549,0.01389
303,0.60981,0.60981,5385.1677,0.16699,0.78856,4.94789,2.97202,0.69376,0.29508,0.33559,0.34332,0.8,0.32344,0.00843,0.42673,38.83069,0.00636
304,0.57957,0.56238,5831.61125,0.08537,0.71853,4.98229,2.67523,0.66958,0.28482,0.30006,0.30334,0.7039,0.16051,0.00623,0.42203,52.47946,0.00526
305,0.61861,0.61861,7331.83747,0.10765,0.85086,4.97194,2.91737,0.74577,0.30511,0.29726,0.32639,0.70742,0.25185,0.03447,0.44397,53.49713,0.00535
306,0.61235,0.61235,7885.65907,0.12902,0.86579,4.99973,2.91828,0.61717,0.38948,0.27604,0.31836,0.79338,0.24836,0.02177,0.41178,50.78378,0.00596
307,0.55164,0.55164,7910.53352,0.10978,0.82895,4.7885,2.99969,0.61756,0.26632,0.32825,0.30153,0.79972,0.22787,0.01494,0.45093,54.01021,0.01753
308,0.61015,0.60773,6256.29599,0.11947,0.78356,4.98805,2.93781,0.61793,0.4127,0.28526,0.36908,0.74907,0.28154,0.00847,0.43806,49.12326,0.00522
309,0.56197,0.56197,6386.88723,0.17415,0.80416,4.99907,2.38286,0.68488,0.27365,0.26878,0.31801,0.78938,0.3255,0.04644,0.48527,45.31003,0.00939
310,0.61352,0.61352,6121.37722,0.16771,0.84062,4.95356,2.97847,0.66435,0.45236,0.29689,0.36194,0.79991,0.24189,0.00564,0.42334,47.46824,0.00539
